head_event	relation	tail_event
[PersonX sees what was going on]. [PersonX sees what was going on]	InstanceOf	observation
[PersonX sees what was going on]. [PersonX sees what was going on]	InstanceOf	visual perception
PersonX donates [plasma]. [plasma]	InstanceOf	plasma
PersonX donates [plasma]. [plasma]	InstanceOf	blood product
[PersonX calls PersonX's work]. [PersonX calls PersonX's work]	InstanceOf	call
[PersonX calls PersonX's work]. [PersonX calls PersonX's work]	InstanceOf	interaction
[PersonX calls PersonX's work]. [PersonX calls PersonX's work]	InstanceOf	phone call
[PersonX calls PersonX's work]. [PersonX calls PersonX's work]	InstanceOf	calling
[PersonX calls PersonX's work]. [PersonX calls PersonX's work]	InstanceOf	communication
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	communication tool
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	interaction
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	talking
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	chat
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	speaking
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	conversation
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	talks
[PersonX talks to people]. [PersonX talks to people]	InstanceOf	communication
[PersonX immediately began]. [PersonX immediately began]	InstanceOf	start
[PersonX immediately began]. [PersonX immediately began]	InstanceOf	initial position
[PersonX immediately began]. [PersonX immediately began]	InstanceOf	beginning
[PersonX returns the next day]. [PersonX returns the next day]	InstanceOf	activity
[PersonX returns the next day]. [PersonX returns the next day]	InstanceOf	arrival
[PersonX returns the next day]. [PersonX returns the next day]	InstanceOf	action
[PersonX returns the next day]. [PersonX returns the next day]	InstanceOf	movement
[PersonX returns the next day]. [PersonX returns the next day]	InstanceOf	return
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	gaze
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	vision
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	cognitive process
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	neurocognitive function
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	expression
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	observation
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	glance
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	action
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	cognitive function
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	brain function
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	look
[PersonX looks at PersonY like that]. [PersonX looks at PersonY like that]	InstanceOf	visual perception
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	skill
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	expedition
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	guide
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	lead
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	leadership
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	interpersonal skill
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	soft skill
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	role
[PersonX leads PersonY's expedition]. [PersonX leads PersonY's expedition]	InstanceOf	personal quality
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	baked goods
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	cake
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	bakery product
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	sugary food
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	sweet food
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	food
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	bakery item
PersonX learns how to bake [a cake]. [a cake]	InstanceOf	dessert
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	activity
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	event
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	occasion
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	social event
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	dinner
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	social activity
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	dinner party
[PersonX has a dinner party]. [PersonX has a dinner party]	InstanceOf	social gathering
[PersonX goes first]. [PersonX goes first]	InstanceOf	activity
[PersonX goes first]. [PersonX goes first]	InstanceOf	go
[PersonX goes first]. [PersonX goes first]	InstanceOf	act
[PersonX goes first]. [PersonX goes first]	InstanceOf	moving
[PersonX goes first]. [PersonX goes first]	InstanceOf	first
[PersonX goes first]. [PersonX goes first]	InstanceOf	action
[PersonX goes first]. [PersonX goes first]	InstanceOf	motion
[PersonX goes first]. [PersonX goes first]	InstanceOf	movement
[PersonX has an important job interview]. [PersonX has an important job interview]	InstanceOf	recruitment process
[PersonX has an important job interview]. [PersonX has an important job interview]	InstanceOf	meeting
[PersonX has an important job interview]. [PersonX has an important job interview]	InstanceOf	interview
[PersonX has an important job interview]. [PersonX has an important job interview]	InstanceOf	job interview
PersonX sees PersonY [graduate]. [graduate]	InstanceOf	ceremonial event
PersonX sees PersonY [graduate]. [graduate]	InstanceOf	graduate
PersonX sees PersonY [graduate]. [graduate]	InstanceOf	life event
PersonX sees PersonY [graduate]. [graduate]	InstanceOf	graduation
PersonX sees PersonY [graduate]. [graduate]	InstanceOf	achievement
PersonX sees PersonY [graduate]. [graduate]	InstanceOf	milestone
PersonX follows [the recipe]. [the recipe]	InstanceOf	instruction
PersonX follows [the recipe]. [the recipe]	InstanceOf	recipe
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	salon service
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	spa service
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	spa treatment
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	treatment
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	beauty treatment
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	beauty service
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	nail service
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	service
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	beauty essential
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	receiving
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	manicure
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	action
[PersonX gets a manicure]. [PersonX gets a manicure]	InstanceOf	nail care service
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	purchasing
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	buy
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	dwelling
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	purchase
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	business activity
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	buying house
[PersonX buys PersonX's own house]. [PersonX buys PersonX's own house]	InstanceOf	buying
PersonX has [a new toy]. [a new toy]	InstanceOf	object
PersonX has [a new toy]. [a new toy]	InstanceOf	toy
PersonX has [a new toy]. [a new toy]	InstanceOf	new toy
PersonX fits [PersonX's needs]. [PersonX's needs]	InstanceOf	necessity
PersonX fits [PersonX's needs]. [PersonX's needs]	InstanceOf	needs
[PersonX has been deferred until test results are in]. [PersonX has been deferred until test results are in]	InstanceOf	delaying
[PersonX has been deferred until test results are in]. [PersonX has been deferred until test results are in]	InstanceOf	delay
[PersonX has been deferred until test results are in]. [PersonX has been deferred until test results are in]	InstanceOf	deferral
[PersonX wants to be an actor]. [PersonX wants to be an actor]	InstanceOf	hope
[PersonX wants to be an actor]. [PersonX wants to be an actor]	InstanceOf	goal
[PersonX wants to be an actor]. [PersonX wants to be an actor]	InstanceOf	wish
[PersonX wants to be an actor]. [PersonX wants to be an actor]	InstanceOf	dream
PersonX takes [the bag]. [the bag]	InstanceOf	personal item
PersonX takes [the bag]. [the bag]	InstanceOf	container
PersonX takes [the bag]. [the bag]	InstanceOf	object
PersonX takes [the bag]. [the bag]	InstanceOf	sack
PersonX takes [the bag]. [the bag]	InstanceOf	something
PersonX takes [the bag]. [the bag]	InstanceOf	bag
PersonX takes [the bag]. [the bag]	InstanceOf	accessory
PersonX takes [the bag]. [the bag]	InstanceOf	package
PersonX takes [the bag]. [the bag]	InstanceOf	item
PersonX takes [selfies]. [selfies]	InstanceOf	artistic work
PersonX takes [selfies]. [selfies]	InstanceOf	pictures
PersonX takes [selfies]. [selfies]	InstanceOf	image
PersonX takes [selfies]. [selfies]	InstanceOf	photos
PersonX takes [selfies]. [selfies]	InstanceOf	graphic
PersonX takes [selfies]. [selfies]	InstanceOf	photographs
PersonX takes [selfies]. [selfies]	InstanceOf	medium file
[PersonX begs PersonX's parents for one]. [PersonX begs PersonX's parents for one]	InstanceOf	request
[PersonX begs PersonX's parents for one]. [PersonX begs PersonX's parents for one]	InstanceOf	pleading
[PersonX gets everything]. [PersonX gets everything]	InstanceOf	gain
[PersonX gets everything]. [PersonX gets everything]	InstanceOf	taking
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	flagrant violation
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	serious incident
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	strike
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	punch
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	severe instance
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	physical altercation
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	physical violence
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	smacking
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	incident
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	misbehavior
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	action
[PersonX hits PersonX's friend]. [PersonX hits PersonX's friend]	InstanceOf	offense
[PersonX makes a date]. [PersonX makes a date]	InstanceOf	organising
[PersonX makes a date]. [PersonX makes a date]	InstanceOf	plan
[PersonX makes a date]. [PersonX makes a date]	InstanceOf	scheduling
[PersonX makes a date]. [PersonX makes a date]	InstanceOf	schedule
[PersonX makes a date]. [PersonX makes a date]	InstanceOf	creation
[PersonX makes a date]. [PersonX makes a date]	InstanceOf	making
PersonX prevents [PersonY's escape]. [PersonY's escape]	InstanceOf	leave
PersonX prevents [PersonY's escape]. [PersonY's escape]	InstanceOf	escape
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	change
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	colorant
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	customization option
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	dying
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	hair style
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	coloring agent
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	dyeing
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	dye
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	coloring
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	action
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	process
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	colors
[PersonX dyed PersonX's hair red]. [PersonX dyed PersonX's hair red]	InstanceOf	haircut
PersonX takes [matters] into PersonX's hands. [matters]	InstanceOf	business
PersonX takes [matters] into PersonX's hands. [matters]	InstanceOf	situation
PersonX takes [matters] into PersonX's hands. [matters]	InstanceOf	issue
PersonX takes [matters] into PersonX's hands. [matters]	InstanceOf	matter
PersonX takes [matters] into PersonX's hands. [matters]	InstanceOf	circumstance
PersonX takes [matters] into PersonX's hands. [matters]	InstanceOf	affair
PersonX is [a quick learner]. [a quick learner]	InstanceOf	quick learner
PersonX is [a quick learner]. [a quick learner]	InstanceOf	smart
[PersonX flies across the room]. [PersonX flies across the room]	InstanceOf	activity
[PersonX flies across the room]. [PersonX flies across the room]	InstanceOf	movement
[PersonX understands PersonY's nature]. [PersonX understands PersonY's nature]	InstanceOf	understanding
[PersonX directs PersonY's attention]. [PersonX directs PersonY's attention]	InstanceOf	direction
[PersonX directs PersonY's attention]. [PersonX directs PersonY's attention]	InstanceOf	guidance
PersonX holds on for [dear life]. [dear life]	InstanceOf	life
[PersonX follows PersonX's instructions]. [PersonX follows PersonX's instructions]	InstanceOf	adherence
[PersonX follows PersonX's instructions]. [PersonX follows PersonX's instructions]	InstanceOf	obedience
PersonX sees [a boy]. [a boy]	InstanceOf	person
PersonX sees [a boy]. [a boy]	InstanceOf	child
PersonX sees [a boy]. [a boy]	InstanceOf	boy
PersonX sees [a boy]. [a boy]	InstanceOf	male
[PersonX announces PersonX's decision]. [PersonX announces PersonX's decision]	InstanceOf	activity
[PersonX announces PersonX's decision]. [PersonX announces PersonX's decision]	InstanceOf	announcement
[PersonX announces PersonX's decision]. [PersonX announces PersonX's decision]	InstanceOf	communication
[PersonX finally got up]. [PersonX finally got up]	InstanceOf	stand up
[PersonX finally got up]. [PersonX finally got up]	InstanceOf	standing
[PersonX finally got up]. [PersonX finally got up]	InstanceOf	rise
PersonX plays [PersonX's favorite game]. [PersonX's favorite game]	InstanceOf	fun activity
PersonX plays [PersonX's favorite game]. [PersonX's favorite game]	InstanceOf	favorite game
PersonX plays [PersonX's favorite game]. [PersonX's favorite game]	InstanceOf	game
[PersonX starts to sink]. [PersonX starts to sink]	InstanceOf	sinking
PersonX asks PersonY [to read]. [to read]	InstanceOf	activity
PersonX asks PersonY [to read]. [to read]	InstanceOf	reading
PersonX asks PersonY [to read]. [to read]	InstanceOf	read
[PersonX belongs to PersonX's father]. [PersonX belongs to PersonX's father]	InstanceOf	relationship
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	activity
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	creation
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	produce
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	making
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	present
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	task
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	action
[PersonX makes PersonY a present]. [PersonX makes PersonY a present]	InstanceOf	gift
[PersonX pulls PersonY's arm]. [PersonX pulls PersonY's arm]	InstanceOf	inertial and centrifugal force
[PersonX pulls PersonY's arm]. [PersonX pulls PersonY's arm]	InstanceOf	physical contact
[PersonX pulls PersonY's arm]. [PersonX pulls PersonY's arm]	InstanceOf	pull
[PersonX pulls PersonY's arm]. [PersonX pulls PersonY's arm]	InstanceOf	action
[PersonX walks in front of PersonY]. [PersonX walks in front of PersonY]	InstanceOf	activity
[PersonX walks in front of PersonY]. [PersonX walks in front of PersonY]	InstanceOf	physical activity
[PersonX walks in front of PersonY]. [PersonX walks in front of PersonY]	InstanceOf	walking
[PersonX walks in front of PersonY]. [PersonX walks in front of PersonY]	InstanceOf	move
[PersonX walks in front of PersonY]. [PersonX walks in front of PersonY]	InstanceOf	action
[PersonX believes also in PersonY]. [PersonX believes also in PersonY]	InstanceOf	trust
[PersonX believes also in PersonY]. [PersonX believes also in PersonY]	InstanceOf	belief
[PersonX loses PersonY's wallet]. [PersonX loses PersonY's wallet]	InstanceOf	loss
[PersonX uses the restroom]. [PersonX uses the restroom]	InstanceOf	activity
[PersonX uses the restroom]. [PersonX uses the restroom]	InstanceOf	basic necessity
[PersonX uses the restroom]. [PersonX uses the restroom]	InstanceOf	necessity
[PersonX uses the restroom]. [PersonX uses the restroom]	InstanceOf	action
[PersonX justifies PersonY's existence]. [PersonX justifies PersonY's existence]	InstanceOf	existence
[PersonX justifies PersonY's existence]. [PersonX justifies PersonY's existence]	InstanceOf	explanation
[PersonX justifies PersonY's existence]. [PersonX justifies PersonY's existence]	InstanceOf	justification
[PersonX justifies PersonY's existence]. [PersonX justifies PersonY's existence]	InstanceOf	support
PersonX retains [PersonX's position]. [PersonX's position]	InstanceOf	place
PersonX retains [PersonX's position]. [PersonX's position]	InstanceOf	spot
PersonX retains [PersonX's position]. [PersonX's position]	InstanceOf	alignment
PersonX retains [PersonX's position]. [PersonX's position]	InstanceOf	position
PersonX retains [PersonX's position]. [PersonX's position]	InstanceOf	location
[PersonX sees a snake]. [PersonX sees a snake]	InstanceOf	sight
[PersonX sees a snake]. [PersonX sees a snake]	InstanceOf	notice
PersonX goes to the library [to study]. [to study]	InstanceOf	study
PersonX goes to the library [to study]. [to study]	InstanceOf	thought
PersonX goes to the library [to study]. [to study]	InstanceOf	education
PersonX goes to the library [to study]. [to study]	InstanceOf	learning
[PersonX uses the card]. [PersonX uses the card]	InstanceOf	usage
[PersonX uses the card]. [PersonX uses the card]	InstanceOf	utilization
[PersonX opens the lid]. [PersonX opens the lid]	InstanceOf	open container
[PersonX opens the lid]. [PersonX opens the lid]	InstanceOf	lid
[PersonX opens the lid]. [PersonX opens the lid]	InstanceOf	open
[PersonX opens the lid]. [PersonX opens the lid]	InstanceOf	opening
PersonX needs [a good grade]. [a good grade]	InstanceOf	good grade
PersonX needs [a good grade]. [a good grade]	InstanceOf	result
[PersonX increases PersonY's knowledge]. [PersonX increases PersonY's knowledge]	InstanceOf	activity
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	activity
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	work
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	achievement
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	employment
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	effort
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	accomplishment
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	working
[PersonX works tirelessly]. [PersonX works tirelessly]	InstanceOf	action
PersonX starts [a band]. [a band]	InstanceOf	group
PersonX starts [a band]. [a band]	InstanceOf	activity
PersonX starts [a band]. [a band]	InstanceOf	band
PersonX starts [a band]. [a band]	InstanceOf	musical group
PersonX impresses by [PersonY's work]. [PersonY's work]	InstanceOf	job
PersonX impresses by [PersonY's work]. [PersonY's work]	InstanceOf	activity
PersonX impresses by [PersonY's work]. [PersonY's work]	InstanceOf	commitment
PersonX impresses by [PersonY's work]. [PersonY's work]	InstanceOf	work
PersonX impresses by [PersonY's work]. [PersonY's work]	InstanceOf	output
PersonX impresses by [PersonY's work]. [PersonY's work]	InstanceOf	effort
[PersonX is at PersonX's grandmother's house]. [PersonX is at PersonX's grandmother's house]	InstanceOf	visit
PersonX provides PersonY [the estimate]. [the estimate]	InstanceOf	estimate
PersonX provides PersonY [the estimate]. [the estimate]	InstanceOf	guess
PersonX provides PersonY [the estimate]. [the estimate]	InstanceOf	estimation
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	look
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	cognitive process
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	sense
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	visual perception
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	vision
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	innovative analysis
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	glance
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	cognitive function
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	observation
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	witness
[PersonX watches PersonY go]. [PersonX watches PersonY go]	InstanceOf	eye contact
[PersonX eats less]. [PersonX eats less]	InstanceOf	method of weight loss
[PersonX eats less]. [PersonX eats less]	InstanceOf	weight loss method
[PersonX eats less]. [PersonX eats less]	InstanceOf	dieting
[PersonX eats less]. [PersonX eats less]	InstanceOf	lifestyle choice
[PersonX eats less]. [PersonX eats less]	InstanceOf	lose weight
[PersonX eats less]. [PersonX eats less]	InstanceOf	eating less
[PersonX eats less]. [PersonX eats less]	InstanceOf	behavior
[PersonX decides to investigate]. [PersonX decides to investigate]	InstanceOf	activity
[PersonX decides to investigate]. [PersonX decides to investigate]	InstanceOf	choice
[PersonX decides to investigate]. [PersonX decides to investigate]	InstanceOf	decision
[PersonX decides to investigate]. [PersonX decides to investigate]	InstanceOf	inquiry
[PersonX decides to investigate]. [PersonX decides to investigate]	InstanceOf	investigation
[PersonX decides to investigate]. [PersonX decides to investigate]	InstanceOf	action
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	finding
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	result
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	task
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	search
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	investigation
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	action
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	location
[PersonX finds PersonX's ball]. [PersonX finds PersonX's ball]	InstanceOf	traditional task
[PersonX makes PersonX's exit]. [PersonX makes PersonX's exit]	InstanceOf	exit
PersonX tests [PersonX's ability]. [PersonX's ability]	InstanceOf	skill
PersonX tests [PersonX's ability]. [PersonX's ability]	InstanceOf	capability
PersonX tests [PersonX's ability]. [PersonX's ability]	InstanceOf	ability
PersonX tests [PersonX's ability]. [PersonX's ability]	InstanceOf	competency
PersonX looks like [a tourist]. [a tourist]	InstanceOf	tourist
PersonX looks like [a tourist]. [a tourist]	InstanceOf	temporary visitor
PersonX looks like [a tourist]. [a tourist]	InstanceOf	vacationer
PersonX looks like [a tourist]. [a tourist]	InstanceOf	nonresident
PersonX looks like [a tourist]. [a tourist]	InstanceOf	visitor
[PersonX wants to learn]. [PersonX wants to learn]	InstanceOf	wish
[PersonX waits tables]. [PersonX waits tables]	InstanceOf	activity
[PersonX waits tables]. [PersonX waits tables]	InstanceOf	waiter
[PersonX waits tables]. [PersonX waits tables]	InstanceOf	occupation
[PersonX waits tables]. [PersonX waits tables]	InstanceOf	position
[PersonX waits tables]. [PersonX waits tables]	InstanceOf	job
[PersonX waits tables]. [PersonX waits tables]	InstanceOf	service position
PersonX gets [some work done]. [some work done]	InstanceOf	effort
PersonX gets [some work done]. [some work done]	InstanceOf	end
PersonX gets [some work done]. [some work done]	InstanceOf	task
PersonX gets [some work done]. [some work done]	InstanceOf	working
PersonX gets [some work done]. [some work done]	InstanceOf	work
PersonX gets [some work done]. [some work done]	InstanceOf	finish
PersonX gets [some work done]. [some work done]	InstanceOf	completion
PersonX gets [some work done]. [some work done]	InstanceOf	accomplishment
PersonX gets [some work done]. [some work done]	InstanceOf	output
PersonX gets [some work done]. [some work done]	InstanceOf	work progress
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	activity
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	interaction
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	usage
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	manipulation
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	treatment
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	utilization
[PersonX uses PersonY effectively]. [PersonX uses PersonY effectively]	InstanceOf	behavior
[PersonX gets some work done]. [PersonX gets some work done]	InstanceOf	job
[PersonX gets some work done]. [PersonX gets some work done]	InstanceOf	everyday activity
[PersonX gets some work done]. [PersonX gets some work done]	InstanceOf	daily activity
[PersonX gets some work done]. [PersonX gets some work done]	InstanceOf	working
[PersonX gets some work done]. [PersonX gets some work done]	InstanceOf	work
[PersonX gets some work done]. [PersonX gets some work done]	InstanceOf	completion
[PersonX tips PersonY's head]. [PersonX tips PersonY's head]	InstanceOf	moving head
[PersonX tips PersonY's head]. [PersonX tips PersonY's head]	InstanceOf	action
PersonX does [odd jobs]. [odd jobs]	InstanceOf	activity
PersonX does [odd jobs]. [odd jobs]	InstanceOf	jobs
PersonX does [odd jobs]. [odd jobs]	InstanceOf	task
PersonX does [odd jobs]. [odd jobs]	InstanceOf	job type
PersonX does [odd jobs]. [odd jobs]	InstanceOf	minor work
PersonX does [odd jobs]. [odd jobs]	InstanceOf	work
PersonX does [odd jobs]. [odd jobs]	InstanceOf	odd job
[PersonX reaches PersonX's potential]. [PersonX reaches PersonX's potential]	InstanceOf	achievement
[PersonX reaches PersonX's potential]. [PersonX reaches PersonX's potential]	InstanceOf	effort
[PersonX reaches PersonX's potential]. [PersonX reaches PersonX's potential]	InstanceOf	accomplishment
[PersonX reaches PersonX's potential]. [PersonX reaches PersonX's potential]	InstanceOf	action
PersonX asks PersonY [to sit down]. [to sit down]	InstanceOf	sit down
PersonX asks PersonY [to sit down]. [to sit down]	InstanceOf	movement
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	sending letter
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	personal communication
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	mail campaign
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	correspondence
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	written communication
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	office duty
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	mail
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	traditional mean of outreach
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	personal correspondence
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	letter
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	action
[PersonX sends a letter]. [PersonX sends a letter]	InstanceOf	mailing
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	activity
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	grade
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	information
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	record
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	awarding educational or employment benefit
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	success
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	outcome
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	form
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	perfect
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	element
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	produce
