head_event	relation	tail_event
[PersonX rubs at PersonY's eyes]. [PersonX rubs at PersonY's eyes]	InstanceOf	rubbing
[PersonX rubs at PersonY's eyes]. [PersonX rubs at PersonY's eyes]	InstanceOf	action
[PersonX rubs at PersonY's eyes]. [PersonX rubs at PersonY's eyes]	InstanceOf	massage
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	activity
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	physical activity
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	coming home
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	walking
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	transportation
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	exercise
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	action
[PersonX walks home one day]. [PersonX walks home one day]	InstanceOf	movement
PersonX moves to [a new state]. [a new state]	InstanceOf	state
PersonX operates within [the framework]. [the framework]	InstanceOf	framework
PersonX operates within [the framework]. [the framework]	InstanceOf	system
PersonX operates within [the framework]. [the framework]	InstanceOf	order
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	activity
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	emotion
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	positive feeling
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	happiness
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	making
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	action
[PersonX makes PersonY happy again]. [PersonX makes PersonY happy again]	InstanceOf	behavior
[PersonX checks under PersonX's bed]. [PersonX checks under PersonX's bed]	InstanceOf	checking
PersonX faces contact with [consumers]. [consumers]	InstanceOf	consumers
PersonX faces contact with [consumers]. [consumers]	InstanceOf	user
PersonX faces contact with [consumers]. [consumers]	InstanceOf	buyers
PersonX wants [to go out]. [to go out]	InstanceOf	activity
PersonX wants [to go out]. [to go out]	InstanceOf	outing
PersonX wants [to go out]. [to go out]	InstanceOf	action
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	travel document
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	identification
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	photo id
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	valid picture identification
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	identity document
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	document
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	photo identification
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	valid travel document
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	passport
[PersonX got PersonX's passport]. [PersonX got PersonX's passport]	InstanceOf	identification document
[PersonX starts school]. [PersonX starts school]	InstanceOf	school
[PersonX starts school]. [PersonX starts school]	InstanceOf	class
[PersonX starts school]. [PersonX starts school]	InstanceOf	starting
[PersonX starts school]. [PersonX starts school]	InstanceOf	start
[PersonX starts school]. [PersonX starts school]	InstanceOf	beginning
[PersonX starts school]. [PersonX starts school]	InstanceOf	institution
[PersonX starts school]. [PersonX starts school]	InstanceOf	learning
PersonX renews [PersonX's license]. [PersonX's license]	InstanceOf	license
PersonX renews [PersonX's license]. [PersonX's license]	InstanceOf	document
PersonX renews [PersonX's license]. [PersonX's license]	InstanceOf	documentation
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	unexpected stimulus
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	emotional state
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	fright
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	physiologic factor
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	stress symptom
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	feeling
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	stage fright
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	emotions
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	situation
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	anxiety related trait
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	anxiety
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	experiencing strong emotion
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	anxiety related issue
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	anticipatory anxiety
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	negative emotion
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	performance anxiety
[PersonX has stage fright]. [PersonX has stage fright]	InstanceOf	physiological or emotional stress
PersonX eats [cheeseburgers]. [cheeseburgers]	InstanceOf	cheeseburgers
PersonX eats [cheeseburgers]. [cheeseburgers]	InstanceOf	food item
PersonX eats [cheeseburgers]. [cheeseburgers]	InstanceOf	fast food
[PersonX leaves on the clock]. [PersonX leaves on the clock]	InstanceOf	action
PersonX has [a big test] tomorrow. [a big test]	InstanceOf	test
PersonX has [a big test] tomorrow. [a big test]	InstanceOf	exam
PersonX has [a big test] tomorrow. [a big test]	InstanceOf	formal assessment
PersonX has [a big test] tomorrow. [a big test]	InstanceOf	traditional assessment
PersonX buys [a new car]. [a new car]	InstanceOf	motor vehicle
PersonX buys [a new car]. [a new car]	InstanceOf	automobile
PersonX buys [a new car]. [a new car]	InstanceOf	car
PersonX buys [a new car]. [a new car]	InstanceOf	vehicle
PersonX buys [a new car]. [a new car]	InstanceOf	new car
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	call
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	talking
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	request
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	regular phone task
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	telephone
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	calling
[PersonX calls a cab]. [PersonX calls a cab]	InstanceOf	communication
PersonX gives [PersonX's testimony]. [PersonX's testimony]	InstanceOf	statement
PersonX gives [PersonX's testimony]. [PersonX's testimony]	InstanceOf	evidence
PersonX gives [PersonX's testimony]. [PersonX's testimony]	InstanceOf	information
PersonX gives [PersonX's testimony]. [PersonX's testimony]	InstanceOf	account
PersonX gives [PersonX's testimony]. [PersonX's testimony]	InstanceOf	story
PersonX gives [PersonX's testimony]. [PersonX's testimony]	InstanceOf	testimony
[PersonX sneezes a lot]. [PersonX sneezes a lot]	InstanceOf	symptom
[PersonX sneezes a lot]. [PersonX sneezes a lot]	InstanceOf	allergy symptom
[PersonX sneezes a lot]. [PersonX sneezes a lot]	InstanceOf	sneeze
[PersonX sneezes a lot]. [PersonX sneezes a lot]	InstanceOf	cold like symptom
[PersonX sneezes a lot]. [PersonX sneezes a lot]	InstanceOf	sneezing
[PersonX sneezes a lot]. [PersonX sneezes a lot]	InstanceOf	cold symptom
PersonX waits for [PersonX's turn]. [PersonX's turn]	InstanceOf	turn
PersonX listens to [PersonY's favorite song]. [PersonY's favorite song]	InstanceOf	creative work
PersonX listens to [PersonY's favorite song]. [PersonY's favorite song]	InstanceOf	song
PersonX listens to [PersonY's favorite song]. [PersonY's favorite song]	InstanceOf	favorite song
PersonX listens to [PersonY's favorite song]. [PersonY's favorite song]	InstanceOf	musical or sound expression
PersonX listens to [PersonY's favorite song]. [PersonY's favorite song]	InstanceOf	music
PersonX listens to [PersonY's favorite song]. [PersonY's favorite song]	InstanceOf	musical composition
PersonX has [enough money to buy one]. [enough money to buy one]	InstanceOf	cash
PersonX has [enough money to buy one]. [enough money to buy one]	InstanceOf	resource
PersonX has [enough money to buy one]. [enough money to buy one]	InstanceOf	wealth
PersonX has [enough money to buy one]. [enough money to buy one]	InstanceOf	valuable item
PersonX has [enough money to buy one]. [enough money to buy one]	InstanceOf	asset
PersonX has [enough money to buy one]. [enough money to buy one]	InstanceOf	money
[PersonX starts immediately]. [PersonX starts immediately]	InstanceOf	starting
[PersonX starts immediately]. [PersonX starts immediately]	InstanceOf	initial position
[PersonX starts immediately]. [PersonX starts immediately]	InstanceOf	beginning
[PersonX starts immediately]. [PersonX starts immediately]	InstanceOf	action
[PersonX starts immediately]. [PersonX starts immediately]	InstanceOf	transition period
[PersonX starts immediately]. [PersonX starts immediately]	InstanceOf	start
PersonX resigns [PersonX's post]. [PersonX's post]	InstanceOf	job
PersonX resigns [PersonX's post]. [PersonX's post]	InstanceOf	employment
PersonX resigns [PersonX's post]. [PersonX's post]	InstanceOf	role
PersonX resigns [PersonX's post]. [PersonX's post]	InstanceOf	responsibility
PersonX resigns [PersonX's post]. [PersonX's post]	InstanceOf	position
PersonX resigns [PersonX's post]. [PersonX's post]	InstanceOf	post
PersonX pulls [weeds]. [weeds]	InstanceOf	plants
PersonX pulls [weeds]. [weeds]	InstanceOf	weeds
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	activity
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	household task
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	household chore
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	duty
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	task
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	routine maintenance
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	housekeeping duty
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	service
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	housework
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	routine periodic servicing
[PersonX cleans the mess]. [PersonX cleans the mess]	InstanceOf	cleaning
[PersonX learns to sew]. [PersonX learns to sew]	InstanceOf	skill
[PersonX learns to sew]. [PersonX learns to sew]	InstanceOf	activity
[PersonX learns to sew]. [PersonX learns to sew]	InstanceOf	new skill
PersonX decides [to go to college]. [to go to college]	InstanceOf	change
PersonX decides [to go to college]. [to go to college]	InstanceOf	study
PersonX decides [to go to college]. [to go to college]	InstanceOf	actual major life change
PersonX decides [to go to college]. [to go to college]	InstanceOf	going to college
PersonX decides [to go to college]. [to go to college]	InstanceOf	life change
PersonX decides [to go to college]. [to go to college]	InstanceOf	education
[PersonX notices something strange]. [PersonX notices something strange]	InstanceOf	cognitive function
[PersonX notices something strange]. [PersonX notices something strange]	InstanceOf	observation
[PersonX notices something strange]. [PersonX notices something strange]	InstanceOf	cognitive ability
[PersonX notices something strange]. [PersonX notices something strange]	InstanceOf	perception
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	activity
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	daily activity
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	attendance
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	going to school
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	normal activity
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	action
[PersonX goes to school the next day]. [PersonX goes to school the next day]	InstanceOf	child ren's everyday activity
PersonX starts [jogging]. [jogging]	InstanceOf	activity
PersonX starts [jogging]. [jogging]	InstanceOf	physical activity
PersonX starts [jogging]. [jogging]	InstanceOf	light cardio
PersonX starts [jogging]. [jogging]	InstanceOf	healthy habit
PersonX starts [jogging]. [jogging]	InstanceOf	jog
PersonX starts [jogging]. [jogging]	InstanceOf	exercise
PersonX starts [jogging]. [jogging]	InstanceOf	health behavior
PersonX starts [jogging]. [jogging]	InstanceOf	cardio exercise
PersonX starts [jogging]. [jogging]	InstanceOf	aerobic activity
PersonX starts [jogging]. [jogging]	InstanceOf	healthy behavior
PersonX starts [jogging]. [jogging]	InstanceOf	jogging
PersonX wants to watch [a scary movie]. [a scary movie]	InstanceOf	scary movie
PersonX wants to watch [a scary movie]. [a scary movie]	InstanceOf	film
PersonX wants to watch [a scary movie]. [a scary movie]	InstanceOf	horror film
PersonX cancels [PersonX's cable service]. [PersonX's cable service]	InstanceOf	traditionally separate telecommunication service
PersonX cancels [PersonX's cable service]. [PersonX's cable service]	InstanceOf	cable service
PersonX cancels [PersonX's cable service]. [PersonX's cable service]	InstanceOf	service
PersonX cancels [PersonX's cable service]. [PersonX's cable service]	InstanceOf	utility service
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	activity
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	cultural event
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	community special event
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	entertainment
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	viewing
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	experience
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	action
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	comedy show
[PersonX sees a comedy show]. [PersonX sees a comedy show]	InstanceOf	perceiving
PersonX makes [an announcement]. [an announcement]	InstanceOf	adequate information
PersonX makes [an announcement]. [an announcement]	InstanceOf	report
PersonX makes [an announcement]. [an announcement]	InstanceOf	bulletin
PersonX makes [an announcement]. [an announcement]	InstanceOf	information
PersonX makes [an announcement]. [an announcement]	InstanceOf	announcement
PersonX makes [an announcement]. [an announcement]	InstanceOf	voice item
PersonX makes [an announcement]. [an announcement]	InstanceOf	communication
PersonX blesses [PersonY's soul]. [PersonY's soul]	InstanceOf	soul
PersonX lives with [PersonX's husband]. [PersonX's husband]	InstanceOf	family member
PersonX lives with [PersonX's husband]. [PersonX's husband]	InstanceOf	husband
PersonX lives with [PersonX's husband]. [PersonX's husband]	InstanceOf	partner
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	yell
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	human innate vocalization
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	noise
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	cry
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	vocalization
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	sadness
PersonX hears [PersonY's cry]. [PersonY's cry]	InstanceOf	sound
PersonX sings and [plays]. [plays]	InstanceOf	plays
PersonX gives it [a try]. [a try]	InstanceOf	effort
PersonX gives it [a try]. [a try]	InstanceOf	attempt
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	activity
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	outdoor sport
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	hike
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	recreational activity
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	journey
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	travel
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	outdoor adventure
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	hiking
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	outdoor activity
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	outdoor pursuit
PersonX decides [to go on a hike]. [to go on a hike]	InstanceOf	adventurous activity
PersonX decides [to move to PersonY]. [to move to PersonY]	InstanceOf	walk
PersonX decides [to move to PersonY]. [to move to PersonY]	InstanceOf	move
PersonX decides [to move to PersonY]. [to move to PersonY]	InstanceOf	moving
PersonX decides [to move to PersonY]. [to move to PersonY]	InstanceOf	relocation
PersonX decides [to move to PersonY]. [to move to PersonY]	InstanceOf	action
PersonX decides [to move to PersonY]. [to move to PersonY]	InstanceOf	movement
PersonX hears [a weird noise]. [a weird noise]	InstanceOf	noise
PersonX hears [a weird noise]. [a weird noise]	InstanceOf	unusual noise
PersonX hears [a weird noise]. [a weird noise]	InstanceOf	strange noise
PersonX hears [a weird noise]. [a weird noise]	InstanceOf	sound
PersonX sings [karaoke]. [karaoke]	InstanceOf	karaoke
PersonX sings [karaoke]. [karaoke]	InstanceOf	kareoke
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	feeling
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	taste
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	interest
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	personal preference information
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	food preference
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	enjoyment
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	liking
[PersonX loves apples]. [PersonX loves apples]	InstanceOf	positive emotion
[PersonX offer PersonX's services]. [PersonX offer PersonX's services]	InstanceOf	help
[PersonX offer PersonX's services]. [PersonX offer PersonX's services]	InstanceOf	assist
[PersonX offer PersonX's services]. [PersonX offer PersonX's services]	InstanceOf	offering
[PersonX offer PersonX's services]. [PersonX offer PersonX's services]	InstanceOf	service
[PersonX offer PersonX's services]. [PersonX offer PersonX's services]	InstanceOf	offer
[PersonX offer PersonX's services]. [PersonX offer PersonX's services]	InstanceOf	aid
PersonX is having trouble [sleeping]. [sleeping]	InstanceOf	sleeping
PersonX is having trouble [sleeping]. [sleeping]	InstanceOf	resting
PersonX expresses [PersonY's interest]. [PersonY's interest]	InstanceOf	attention
PersonX expresses [PersonY's interest]. [PersonY's interest]	InstanceOf	interest
PersonX heads back to [school]. [school]	InstanceOf	educational institution
PersonX heads back to [school]. [school]	InstanceOf	school
PersonX heads back to [school]. [school]	InstanceOf	class
PersonX heads back to [school]. [school]	InstanceOf	public building
PersonX heads back to [school]. [school]	InstanceOf	facility
PersonX heads back to [school]. [school]	InstanceOf	education
PersonX heads back to [school]. [school]	InstanceOf	public facility
PersonX heads back to [school]. [school]	InstanceOf	institution
PersonX heads back to [school]. [school]	InstanceOf	amenity
PersonX heads back to [school]. [school]	InstanceOf	learning
[PersonX gazes into PersonY's eyes]. [PersonX gazes into PersonY's eyes]	InstanceOf	gaze
[PersonX gazes into PersonY's eyes]. [PersonX gazes into PersonY's eyes]	InstanceOf	activity
[PersonX gazes into PersonY's eyes]. [PersonX gazes into PersonY's eyes]	InstanceOf	eye contact
[PersonX gazes into PersonY's eyes]. [PersonX gazes into PersonY's eyes]	InstanceOf	non verbal behavior
[PersonX gazes into PersonY's eyes]. [PersonX gazes into PersonY's eyes]	InstanceOf	behavior
[PersonX catches a flight]. [PersonX catches a flight]	InstanceOf	flight
[PersonX catches a flight]. [PersonX catches a flight]	InstanceOf	transportation
[PersonX catches a flight]. [PersonX catches a flight]	InstanceOf	flying
[PersonX catches a flight]. [PersonX catches a flight]	InstanceOf	air travel
[PersonX catches a flight]. [PersonX catches a flight]	InstanceOf	action
[PersonX makes PersonX's entry]. [PersonX makes PersonX's entry]	InstanceOf	entry
[PersonX makes PersonX's entry]. [PersonX makes PersonX's entry]	InstanceOf	activity
[PersonX makes PersonX's entry]. [PersonX makes PersonX's entry]	InstanceOf	entrance
[PersonX makes PersonX's entry]. [PersonX makes PersonX's entry]	InstanceOf	event
PersonX starts [PersonX's first day of school]. [PersonX's first day of school]	InstanceOf	school
PersonX starts [PersonX's first day of school]. [PersonX's first day of school]	InstanceOf	typical milestone moment
PersonX starts [PersonX's first day of school]. [PersonX's first day of school]	InstanceOf	first day of school
PersonX tells PersonY [where to go]. [where to go]	InstanceOf	destination
PersonX tells PersonY [where to go]. [where to go]	InstanceOf	way
PersonX tells PersonY [where to go]. [where to go]	InstanceOf	direction
PersonX tells PersonY [where to go]. [where to go]	InstanceOf	location
[PersonX watches netflix]. [PersonX watches netflix]	InstanceOf	activity
[PersonX watches netflix]. [PersonX watches netflix]	InstanceOf	entertainment
PersonX buys [a pregnancy test]. [a pregnancy test]	InstanceOf	pregnancy test
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	activity
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	personal communication
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	speech
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	conversation
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	social skill
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	communicating
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	communicative activity
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	speaking
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	complex oral message
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	announcement
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	communication
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	talking
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	social interaction
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	task
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	explanation
[PersonX tells PersonX's friends]. [PersonX tells PersonX's friends]	InstanceOf	action
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	lunch
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	activity
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	everyday activity
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	daily activity
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	vital function
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	consuming
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	routine
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	meal
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	normal activity
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	eating
[PersonX eats for lunch]. [PersonX eats for lunch]	InstanceOf	physical need
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	activity
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	everyday activity
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	daily activity
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	resting
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	sleep
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	rest
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	basic function
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	daily routine
[PersonX sleeps peacefully]. [PersonX sleeps peacefully]	InstanceOf	sleeping
PersonX ends [the game]. [the game]	InstanceOf	activity
PersonX ends [the game]. [the game]	InstanceOf	fun activity
PersonX ends [the game]. [the game]	InstanceOf	recreational activity
PersonX ends [the game]. [the game]	InstanceOf	group activity
PersonX ends [the game]. [the game]	InstanceOf	game
PersonX ends [the game]. [the game]	InstanceOf	playing
PersonX turns [PersonX's lights] on. [PersonX's lights]	InstanceOf	lights
PersonX turns [PersonX's lights] on. [PersonX's lights]	InstanceOf	electrical appliance
PersonX turns [PersonX's lights] on. [PersonX's lights]	InstanceOf	item
PersonX buys [a new book]. [a new book]	InstanceOf	book
PersonX buys [a new book]. [a new book]	InstanceOf	new book
PersonX buys [a new book]. [a new book]	InstanceOf	tangible product
PersonX buys [a new book]. [a new book]	InstanceOf	item
PersonX waits in [line]. [line]	InstanceOf	line
PersonX waits in [line]. [line]	InstanceOf	queueing
PersonX waits in [line]. [line]	InstanceOf	queue
PersonX resumes [PersonX's place]. [PersonX's place]	InstanceOf	position
PersonX resumes [PersonX's place]. [PersonX's place]	InstanceOf	post
PersonX resumes [PersonX's place]. [PersonX's place]	InstanceOf	location
PersonX resumes [PersonX's place]. [PersonX's place]	InstanceOf	place
PersonX buys [a brand new car]. [a brand new car]	InstanceOf	motor vehicle
PersonX buys [a brand new car]. [a brand new car]	InstanceOf	new car
PersonX buys [a brand new car]. [a brand new car]	InstanceOf	big ticket item
[PersonX has enough money to pay PersonX's rent]. [PersonX has enough money to pay PersonX's rent]	InstanceOf	financial security
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	medicine
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	activity
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	prescription
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	medication
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	treatment
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	medical treatment
[PersonX takes antibiotics]. [PersonX takes antibiotics]	InstanceOf	taking medicine
[PersonX takes ballet]. [PersonX takes ballet]	InstanceOf	activity
[PersonX takes ballet]. [PersonX takes ballet]	InstanceOf	dance class
[PersonX takes ballet]. [PersonX takes ballet]	InstanceOf	ballet class
[PersonX takes ballet]. [PersonX takes ballet]	InstanceOf	dance lesson
[PersonX takes ballet]. [PersonX takes ballet]	InstanceOf	ballet lesson
[PersonX keeps practicing]. [PersonX keeps practicing]	InstanceOf	rehearsal
[PersonX keeps practicing]. [PersonX keeps practicing]	InstanceOf	practice
[PersonX keeps practicing]. [PersonX keeps practicing]	InstanceOf	active training method
[PersonX keeps practicing]. [PersonX keeps practicing]	InstanceOf	basic learning strategy
[PersonX keeps practicing]. [PersonX keeps practicing]	InstanceOf	effort
[PersonX takes PersonY to the movies]. [PersonX takes PersonY to the movies]	InstanceOf	activity
[PersonX takes PersonY to the movies]. [PersonX takes PersonY to the movies]	InstanceOf	going to a movie
[PersonX takes PersonY to the movies]. [PersonX takes PersonY to the movies]	InstanceOf	pleasant experience
[PersonX takes PersonY to the movies]. [PersonX takes PersonY to the movies]	InstanceOf	social activity
[PersonX takes PersonY to the movies]. [PersonX takes PersonY to the movies]	InstanceOf	action
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	lunch
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	everyday activity
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	daily activity
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	status
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	consuming
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	having lunch
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	result
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	meal
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	universal common task
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	completion
[PersonX finishes PersonX's lunch]. [PersonX finishes PersonX's lunch]	InstanceOf	eating
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	male family member
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	relatives
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	person
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	grandpa
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	father figure
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	male relative
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	male ancestor
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	family
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	adult guest
